Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,int_rate,FICO.Score,annual_inc,home_ownership
10000,10000.0,12.12%,36,debt_consolidation,13.81,IL,MORTGAGE,6083.33,670-674,13.0,19263.0,1.0,8 years,12.12,670,72999.96,0
6000,6000.0,14.65%,36,debt_consolidation,11.89,TX,MORTGAGE,14333.33,670-674,11.0,31640.0,1.0,10+ years,14.65,670,171999.96,0
24000,24000.0,7.90%,36,debt_consolidation,20.87,TX,MORTGAGE,10166.67,750-754,15.0,29523.0,1.0,2 years,7.9,750,122000.04,0
14000,14000.0,10.00%,60,debt_consolidation,10.4,NJ,MORTGAGE,11333.33,745-749,6.0,27477.0,0.0,4 years,10.0,745,135999.96,0
6000,6000.0,7.49%,36,credit_card,19.33,IL,RENT,2100.0,715-719,8.0,2376.0,0.0,2 years,7.49,715,25200.0,3
22400,22400.0,13.11%,36,debt_consolidation,16.08,PA,RENT,7375.0,690-694,8.0,9673.0,0.0,10+ years,13.11,690,88500.0,3
8000,8000.0,7.90%,36,vacation,0.0,NY,RENT,7300.0,795-799,2.0,0.0,0.0,10+ years,7.9,795,87600.0,3
24575,24550.0,20.49%,36,credit_card,19.28,CO,MORTGAGE,5166.67,665-669,8.0,23157.0,0.0,10+ years,20.49,665,62000.04,0
8000,8000.0,14.83%,60,credit_card,6.29,NJ,MORTGAGE,4833.33,675-679,8.0,9676.0,4.0,6 years,14.83,675,57999.96,0
10000,10000.0,14.33%,36,debt_consolidation,12.69,FL,MORTGAGE,7916.67,670-674,11.0,8271.0,3.0,6 years,14.33,670,95000.04,0
29000,27884.92,10.65%,60,debt_consolidation,3.9,NH,MORTGAGE,15000.0,745-749,12.0,55964.0,0.0,10+ years,10.65,745,180000.0,0
5400,5400.0,6.03%,36,credit_card,4.16,SD,OWN,2333.33,805-809,9.0,4224.0,0.0,6 years,6.03,805,27999.96,2
12375,12375.0,6.62%,36,debt_consolidation,31.0,PA,MORTGAGE,3500.0,735-739,16.0,14037.0,0.0,2 years,6.62,735,42000.0,0
30000,30000.0,16.29%,60,debt_consolidation,21.2,GA,MORTGAGE,6666.67,720-724,14.0,32854.0,2.0,10+ years,16.29,720,80000.04,0
5000,5000.0,6.03%,36,major_purchase,2.92,NY,RENT,3033.0,770-774,7.0,3663.0,0.0,8 years,6.03,770,36396.0,3
6200,6200.0,18.64%,60,credit_card,10.61,WA,MORTGAGE,4250.0,670-674,9.0,5936.0,3.0,9 years,18.64,670,51000.0,0
7000,7000.0,7.49%,36,major_purchase,7.26,PA,OWN,6280.0,750-754,14.0,353.0,0.0,4 years,7.49,750,75360.0,2
29175,29175.0,21.00%,60,credit_card,8.83,MA,RENT,12500.0,695-699,9.0,15308.0,2.0,4 years,21.0,695,150000.0,3
35000,33645.15,17.49%,60,debt_consolidation,6.01,NY,MORTGAGE,16133.33,725-729,11.0,32222.0,0.0,2 years,17.49,725,193599.96,0
6000,6000.0,16.89%,60,debt_consolidation,9.04,NY,RENT,2400.0,680-684,7.0,7261.0,2.0,2 years,16.89,680,28800.0,3
35000,35000.0,12.42%,60,debt_consolidation,12.79,OK,MORTGAGE,12083.33,730-734,15.0,18385.0,0.0,< 1 year,12.42,730,144999.96,0
16400,12136.46,13.79%,36,small_business,17.43,VA,MORTGAGE,6074.17,680-684,14.0,23831.0,2.0,1 year,13.79,680,72890.04,0
8450,8450.0,13.49%,60,major_purchase,12.73,TX,MORTGAGE,1375.0,775-779,2.0,0.0,1.0,2 years,13.49,775,16500.0,0
18000,18000.0,17.99%,36,debt_consolidation,20.18,WA,RENT,6916.67,665-669,15.0,23786.0,0.0,10+ years,17.99,665,83000.04,3
12375,12325.0,13.49%,36,debt_consolidation,24.95,AZ,MORTGAGE,4416.67,675-679,7.0,32725.0,0.0,9 years,13.49,675,53000.04,0
10000,10000.0,5.42%,36,home_improvement,1.69,CA,MORTGAGE,8000.0,795-799,6.0,8974.0,0.0,3 years,5.42,795,96000.0,0
2000,2000.0,14.09%,36,debt_consolidation,28.46,MI,MORTGAGE,3513.33,680-684,18.0,23635.0,3.0,10+ years,14.09,680,42159.96,0
12000,12000.0,21.98%,60,debt_consolidation,12.94,OH,MORTGAGE,2866.5,665-669,5.0,9626.0,1.0,10+ years,21.98,665,34398.0,0
5000,5000.0,7.62%,36,other,16.32,MA,RENT,3750.0,740-744,6.0,1703.0,3.0,8 years,7.62,740,45000.0,3
12000,12000.0,6.03%,36,major_purchase,2.55,MO,MORTGAGE,3416.67,785-789,6.0,3732.0,0.0,10+ years,6.03,785,41000.04,0
6000,6000.0,13.99%,36,home_improvement,12.98,WY,MORTGAGE,10000.0,665-669,9.0,8230.0,0.0,5 years,13.99,665,120000.0,0
13000,12975.0,9.99%,60,home_improvement,8.77,OH,MORTGAGE,10500.0,800-804,8.0,6810.0,0.0,10+ years,9.99,800,126000.0,0
4750,4700.0,17.27%,36,other,18.33,FL,MORTGAGE,3583.33,755-759,11.0,2964.0,2.0,5 years,17.27,755,42999.96,0
10000,9925.0,18.49%,36,small_business,13.37,OR,MORTGAGE,11250.0,665-669,13.0,16740.0,2.0,10+ years,18.49,665,135000.0,0
1000,1000.0,15.31%,36,moving,24.65,NV,OWN,3176.0,675-679,6.0,10982.0,2.0,5 years,15.31,675,38112.0,2
9600,9600.0,16.29%,36,debt_consolidation,26.5,TX,RENT,5166.67,670-674,14.0,5639.0,0.0,3 years,16.29,670,62000.04,3
3625,3625.0,14.09%,36,debt_consolidation,11.32,FL,MORTGAGE,3895.0,665-669,9.0,12251.0,0.0,10+ years,14.09,665,46740.0,0
10000,10000.0,13.11%,36,debt_consolidation,8.11,CO,OWN,3500.0,685-689,11.0,11401.0,1.0,10+ years,13.11,685,42000.0,2
19425,19400.0,12.42%,60,debt_consolidation,18.45,CA,MORTGAGE,3225.23,745-749,10.0,6782.0,1.0,2 years,12.42,745,38702.76,0
8400,8400.0,13.67%,36,credit_card,17.0,TX,RENT,4583.33,695-699,14.0,20318.0,2.0,5 years,13.67,695,54999.96,3
10000,10000.0,13.99%,36,debt_consolidation,18.14,CA,RENT,4166.67,680-684,9.0,10545.0,1.0,3 years,13.99,680,50000.04,3
6000,6000.0,13.23%,36,debt_consolidation,22.47,FL,MORTGAGE,9367.0,685-689,13.0,33815.0,0.0,1 year,13.23,685,112404.0,0
10000,10000.0,14.33%,36,debt_consolidation,25.01,NV,RENT,4666.67,670-674,9.0,19479.0,0.0,10+ years,14.33,670,56000.04,3
6000,6000.0,12.12%,36,debt_consolidation,16.39,NM,RENT,1312.08,675-679,7.0,12475.0,0.0,1 year,12.12,675,15744.96,3
16000,16000.0,15.31%,60,major_purchase,15.74,NY,RENT,11250.0,675-679,10.0,15550.0,0.0,2 years,15.31,675,135000.0,3
22000,21925.0,17.27%,36,credit_card,18.02,CA,MORTGAGE,8666.67,660-664,12.0,9317.0,2.0,10+ years,17.27,660,104000.04,0
25000,24950.0,21.27%,36,credit_card,8.33,CA,MORTGAGE,12500.0,670-674,3.0,26057.0,0.0,10+ years,21.27,670,150000.0,0
13200,13200.0,19.72%,36,credit_card,9.07,CA,MORTGAGE,5083.33,665-669,5.0,10771.0,0.0,10+ years,19.72,665,60999.96,0
24000,14450.0,9.99%,60,debt_consolidation,8.08,AL,MORTGAGE,8083.33,765-769,9.0,13559.0,0.0,10+ years,9.99,765,96999.96,0
12250,2200.0,15.05%,36,debt_consolidation,23.8,GA,MORTGAGE,7416.67,660-664,13.0,19136.0,1.0,8 years,15.05,660,89000.04,0
21000,21000.0,11.14%,60,debt_consolidation,16.18,NY,MORTGAGE,7083.33,705-709,8.0,22298.0,1.0,9 years,11.14,705,84999.96,0
9000,9000.0,14.33%,36,credit_card,15.36,CO,MORTGAGE,7083.33,685-689,19.0,11077.0,1.0,2 years,14.33,685,84999.96,0
5000,5000.0,11.14%,36,credit_card,18.3,OH,RENT,4665.83,690-694,21.0,4677.0,0.0,4 years,11.14,690,55989.96,3
35000,34975.0,8.90%,36,debt_consolidation,17.9,LA,OWN,8750.0,775-779,8.0,31600.0,3.0,< 1 year,8.9,775,105000.0,2
20000,20000.0,21.98%,60,credit_card,25.48,NY,OTHER,6416.67,670-674,15.0,14115.0,0.0,10+ years,21.98,670,77000.04,1
12000,11975.0,7.90%,36,debt_consolidation,12.78,VA,RENT,10000.0,705-709,9.0,23474.0,0.0,< 1 year,7.9,705,120000.0,3
10000,10000.0,13.49%,36,credit_card,22.08,NY,RENT,6000.0,680-684,8.0,11088.0,0.0,3 years,13.49,680,72000.0,3
10750,10725.0,13.11%,36,debt_consolidation,14.02,MI,MORTGAGE,4416.67,685-689,6.0,11525.0,0.0,10+ years,13.11,685,53000.04,0
4000,3975.0,14.83%,36,moving,22.09,CA,RENT,5600.0,680-684,8.0,7900.0,1.0,5 years,14.83,680,67200.0,3
10450,10450.0,13.11%,36,debt_consolidation,21.33,TX,RENT,2658.83,705-709,10.0,13371.0,1.0,10+ years,13.11,705,31905.96,3
3000,2950.0,8.90%,36,home_improvement,16.8,NY,MORTGAGE,4166.67,725-729,4.0,8082.0,0.0,3 years,8.9,725,50000.04,0
11000,11000.0,12.12%,36,debt_consolidation,5.83,CA,MORTGAGE,4583.33,695-699,11.0,12361.0,0.0,10+ years,12.12,695,54999.96,0
7500,7500.0,13.11%,36,debt_consolidation,8.04,NJ,RENT,2796.8,690-694,4.0,4788.0,0.0,7 years,13.11,690,33561.6,3
7350,7325.0,11.12%,36,debt_consolidation,20.15,OR,MORTGAGE,4000.0,710-714,17.0,33178.0,0.0,4 years,11.12,710,48000.0,0
10000,10000.0,10.74%,36,debt_consolidation,10.42,NY,RENT,5000.0,720-724,6.0,5510.0,2.0,3 years,10.74,720,60000.0,3
8000,8000.0,17.27%,36,other,12.2,MI,RENT,1750.0,665-669,9.0,5828.0,0.0,4 years,17.27,665,21000.0,3
33600,33600.0,23.83%,60,debt_consolidation,19.11,UT,RENT,7666.67,660-664,18.0,12337.0,0.0,10+ years,23.83,660,92000.04,3
12000,12000.0,15.27%,60,credit_card,16.85,VA,RENT,4333.33,700-704,15.0,17997.0,1.0,< 1 year,15.27,700,51999.96,3
5000,5000.0,17.49%,60,car,16.71,PA,RENT,2400.0,670-674,6.0,2023.0,1.0,3 years,17.49,670,28800.0,3
10000,10000.0,11.14%,36,credit_card,11.64,VA,MORTGAGE,12083.33,715-719,14.0,38378.0,1.0,2 years,11.14,715,144999.96,0
2075,2075.0,10.16%,36,debt_consolidation,22.0,SC,RENT,2250.0,700-704,5.0,7195.0,0.0,2 years,10.16,700,27000.0,3
16000,15825.0,16.82%,36,credit_card,20.3,TX,MORTGAGE,6250.0,665-669,18.0,30772.0,5.0,1 year,16.82,665,75000.0,0
6000,6000.0,12.12%,36,credit_card,30.82,CT,MORTGAGE,4166.67,695-699,8.0,13250.0,1.0,n/a,12.12,695,50000.04,0
8600,8600.0,13.99%,36,credit_card,9.09,CA,RENT,4500.0,680-684,6.0,11183.0,0.0,5 years,13.99,680,54000.0,3
16800,16800.0,7.90%,60,debt_consolidation,3.34,FL,MORTGAGE,10666.67,815-819,7.0,4757.0,0.0,10+ years,7.9,815,128000.04,0
7200,7200.0,7.51%,36,medical,4.43,NJ,RENT,3000.0,755-759,6.0,75.0,1.0,6 years,7.51,755,36000.0,3
9000,9000.0,13.11%,36,wedding,24.88,CA,MORTGAGE,5000.0,700-704,12.0,4621.0,3.0,6 years,13.11,700,60000.0,0
10000,9767.84,12.87%,36,debt_consolidation,21.28,GA,MORTGAGE,8333.33,715-719,24.0,9470.0,1.0,< 1 year,12.87,715,99999.96,0
11350,11350.0,14.09%,36,debt_consolidation,27.41,AZ,RENT,2783.33,675-679,14.0,11031.0,0.0,< 1 year,14.09,675,33399.96,3
6000,6000.0,17.27%,60,home_improvement,11.2,TX,MORTGAGE,8750.0,685-689,5.0,10980.0,2.0,6 years,17.27,685,105000.0,0
4000,4000.0,12.12%,36,small_business,18.44,AL,RENT,2250.0,680-684,7.0,1955.0,0.0,< 1 year,12.12,680,27000.0,3
6400,6400.0,10.74%,36,debt_consolidation,19.23,DC,RENT,3833.33,690-694,13.0,10451.0,0.0,< 1 year,10.74,690,45999.96,3
3000,3000.0,18.25%,36,debt_consolidation,23.18,AL,MORTGAGE,4820.0,660-664,23.0,7949.0,3.0,7 years,18.25,660,57840.0,0
1125,1125.0,5.79%,36,credit_card,17.68,FL,OWN,3083.33,750-754,8.0,3935.0,0.0,6 years,5.79,750,36999.96,2
28000,27950.0,13.11%,60,small_business,0.0,CO,RENT,4806.0,795-799,6.0,0.0,1.0,4 years,13.11,795,57672.0,3
6000,6000.0,8.90%,36,credit_card,24.57,CA,RENT,6666.67,685-689,22.0,6462.0,0.0,2 years,8.9,685,80000.04,3
5000,5000.0,6.03%,36,other,6.11,TX,MORTGAGE,5416.67,795-799,13.0,4956.0,0.0,8 years,6.03,795,65000.04,0
20000,19975.0,20.30%,60,debt_consolidation,20.91,AK,OWN,4916.67,665-669,16.0,32137.0,2.0,10+ years,20.3,665,59000.04,2
9200,9200.0,7.49%,36,credit_card,21.52,PA,RENT,2416.67,730-734,10.0,21323.0,1.0,10+ years,7.49,730,29000.04,3
35000,35000.0,13.11%,60,other,12.02,CA,MORTGAGE,20833.33,740-744,13.0,40765.0,0.0,5 years,13.11,740,249999.96,0
18000,18000.0,20.49%,60,debt_consolidation,29.25,CA,RENT,3750.0,675-679,18.0,8165.0,0.0,6 years,20.49,675,45000.0,3
8250,8250.0,7.49%,36,credit_card,24.19,CO,RENT,2100.0,720-724,7.0,9469.0,0.0,1 year,7.49,720,25200.0,3
1200,1200.0,7.49%,36,other,17.88,AL,OWN,1666.67,710-714,10.0,9154.0,0.0,10+ years,7.49,710,20000.04,2
10000,10000.0,9.63%,36,credit_card,17.96,NY,RENT,7500.0,705-709,8.0,52045.0,0.0,10+ years,9.63,705,90000.0,3
35000,35000.0,17.27%,60,debt_consolidation,15.3,MA,MORTGAGE,9000.0,700-704,8.0,41226.0,1.0,10+ years,17.27,700,108000.0,0
18000,18000.0,15.31%,36,debt_consolidation,15.56,NM,MORTGAGE,6666.67,690-694,10.0,21174.0,0.0,10+ years,15.31,690,80000.04,0
20000,19975.0,18.39%,60,debt_consolidation,15.61,MD,MORTGAGE,7000.0,705-709,6.0,20642.0,2.0,10+ years,18.39,705,84000.0,0
5500,5500.0,11.14%,36,credit_card,32.16,PA,OWN,1666.67,690-694,7.0,8826.0,0.0,3 years,11.14,690,20000.04,2
35000,35000.0,22.47%,60,debt_consolidation,18.95,FL,OWN,9583.33,660-664,9.0,14184.0,1.0,n/a,22.47,660,114999.96,2
35000,35000.0,21.98%,60,credit_card,14.68,NY,RENT,9166.67,695-699,12.0,37424.0,0.0,3 years,21.98,695,110000.04,3
20950,20875.0,21.49%,60,debt_consolidation,27.56,NY,MORTGAGE,4500.0,675-679,15.0,24210.0,1.0,6 years,21.49,675,54000.0,0
1500,1500.0,9.63%,36,other,16.98,AZ,MORTGAGE,7725.0,695-699,14.0,30626.0,0.0,6 years,9.63,695,92700.0,0
12000,12000.0,19.99%,36,debt_consolidation,15.16,KY,RENT,4458.33,660-664,8.0,13935.0,1.0,4 years,19.99,660,53499.96,3
10000,9975.0,14.33%,36,debt_consolidation,13.0,CA,MORTGAGE,3625.0,690-694,10.0,8464.0,2.0,< 1 year,14.33,690,43500.0,0
9750,9750.0,18.49%,36,debt_consolidation,11.59,TX,OWN,2666.67,660-664,7.0,8172.0,0.0,3 years,18.49,660,32000.04,2
5600,5575.0,7.49%,36,debt_consolidation,24.74,WA,RENT,2583.0,740-744,6.0,2454.0,1.0,2 years,7.49,740,30996.0,3
11200,11200.0,13.11%,60,debt_consolidation,11.73,CA,MORTGAGE,3333.33,720-724,8.0,8747.0,0.0,10+ years,13.11,720,39999.96,0
4000,3975.0,13.43%,36,small_business,7.6,PA,RENT,1750.0,670-674,7.0,7178.0,3.0,< 1 year,13.43,670,21000.0,3
7000,7000.0,8.90%,36,small_business,15.79,PA,MORTGAGE,4700.0,700-704,12.0,7012.0,0.0,1 year,8.9,700,56400.0,0
18000,18000.0,6.03%,36,debt_consolidation,10.75,CA,MORTGAGE,7916.67,735-739,13.0,14007.0,2.0,7 years,6.03,735,95000.04,0
5000,5000.0,12.61%,36,debt_consolidation,13.4,CA,RENT,2000.0,695-699,9.0,1753.0,0.0,2 years,12.61,695,24000.0,3
10000,9975.0,9.25%,36,small_business,5.6,VA,RENT,4000.0,705-709,7.0,8528.0,0.0,< 1 year,9.25,705,48000.0,3
9800,9800.0,19.69%,60,debt_consolidation,14.89,RI,MORTGAGE,5340.25,665-669,8.0,5350.0,1.0,2 years,19.69,665,64083.0,0
20000,19975.0,12.12%,36,credit_card,19.82,UT,MORTGAGE,6750.0,685-689,14.0,21637.0,0.0,5 years,12.12,685,81000.0,0
5100,4950.0,18.29%,36,debt_consolidation,25.67,NJ,RENT,3000.0,640-644,14.0,5004.0,6.0,< 1 year,18.29,640,36000.0,3
8875,8875.0,11.14%,36,debt_consolidation,31.7,TX,RENT,2160.0,700-704,19.0,17422.0,0.0,10+ years,11.14,700,25920.0,3
4400,4400.0,5.99%,36,major_purchase,17.93,PA,OWN,4000.0,765-769,6.0,9945.0,1.0,5 years,5.99,765,48000.0,2
35000,23350.0,11.71%,60,small_business,8.07,CA,MORTGAGE,7500.0,745-749,6.0,5660.0,0.0,3 years,11.71,745,90000.0,0
3000,3000.0,18.49%,36,credit_card,16.07,NJ,OWN,2916.67,660-664,9.0,6403.0,0.0,< 1 year,18.49,660,35000.04,2
4800,4800.0,12.42%,36,moving,5.31,NY,RENT,3500.0,690-694,8.0,5093.0,0.0,5 years,12.42,690,42000.0,3
5375,5375.0,11.71%,36,debt_consolidation,28.75,KY,MORTGAGE,2166.67,720-724,5.0,15475.0,1.0,8 years,11.71,720,26000.04,0
14000,14000.0,11.99%,60,debt_consolidation,19.52,TX,MORTGAGE,6333.33,705-709,12.0,32213.0,0.0,< 1 year,11.99,705,75999.96,0
19800,19775.0,13.23%,36,credit_card,20.09,MO,MORTGAGE,6666.67,730-734,8.0,31220.0,0.0,< 1 year,13.23,730,80000.04,0
13025,13025.0,13.11%,36,credit_card,7.75,UT,MORTGAGE,4333.33,675-679,6.0,13029.0,0.0,10+ years,13.11,675,51999.96,0
18000,18000.0,18.49%,36,debt_consolidation,20.56,CA,RENT,9333.33,675-679,12.0,37526.0,1.0,6 years,18.49,675,111999.96,3
2500,2275.77,7.68%,36,major_purchase,17.59,OR,MORTGAGE,3666.67,785-789,6.0,406.0,0.0,10+ years,7.68,785,44000.04,0
5000,4985.44,7.14%,36,debt_consolidation,11.4,CT,OWN,4166.67,755-759,6.0,16666.0,1.0,5 years,7.14,755,50000.04,2
4500,4500.0,11.14%,36,credit_card,9.73,CT,RENT,2916.67,685-689,13.0,4265.0,0.0,4 years,11.14,685,35000.04,3
15000,15000.0,8.90%,36,debt_consolidation,8.56,MO,RENT,7500.0,740-744,8.0,8343.0,1.0,< 1 year,8.9,740,90000.0,3
35000,35000.0,20.49%,60,debt_consolidation,11.84,TX,MORTGAGE,18750.0,715-719,14.0,41707.0,2.0,1 year,20.49,715,225000.0,0
4500,4500.0,8.49%,36,credit_card,2.54,TX,RENT,2166.67,795-799,2.0,527.0,1.0,3 years,8.49,795,26000.04,3
4500,4500.0,17.27%,36,debt_consolidation,16.59,PA,RENT,4666.67,675-679,24.0,893.0,1.0,3 years,17.27,675,56000.04,3
1450,1450.0,7.51%,36,other,22.2,MA,RENT,833.33,740-744,9.0,709.0,0.0,n/a,7.51,740,9999.96,3
6000,6000.0,14.96%,36,small_business,11.55,TX,RENT,7083.33,760-764,7.0,5341.0,0.0,2 years,14.96,760,84999.96,3
4500,4500.0,6.54%,36,medical,15.82,NC,MORTGAGE,3250.0,725-729,16.0,6049.0,0.0,10+ years,6.54,725,39000.0,0
14000,14000.0,6.62%,36,debt_consolidation,20.18,TX,RENT,4583.33,750-754,15.0,15890.0,1.0,10+ years,6.62,750,54999.96,3
15000,15000.0,6.03%,36,debt_consolidation,8.72,MA,MORTGAGE,12000.0,800-804,17.0,13151.0,0.0,2 years,6.03,800,144000.0,0
22000,14550.0,10.99%,60,debt_consolidation,15.83,TX,MORTGAGE,5243.75,760-764,18.0,14115.0,0.0,2 years,10.99,760,62925.0,0
10000,1300.0,11.03%,36,credit_card,11.03,GA,MORTGAGE,6666.67,695-699,8.0,43712.0,0.0,4 years,11.03,695,80000.04,0
35000,35000.0,20.49%,36,debt_consolidation,20.82,TX,MORTGAGE,12333.33,700-704,23.0,36870.0,0.0,10+ years,20.49,700,147999.96,0
10000,10000.0,20.49%,36,debt_consolidation,18.75,TX,RENT,5250.0,685-689,25.0,3802.0,1.0,3 years,20.49,685,63000.0,3
6000,6000.0,13.98%,60,medical,24.29,CA,RENT,2400.0,695-699,11.0,6069.0,4.0,9 years,13.98,695,28800.0,3
10000,10000.0,15.80%,36,debt_consolidation,13.1,AK,MORTGAGE,4458.33,675-679,7.0,6413.0,1.0,< 1 year,15.8,675,53499.96,0
10000,9950.0,8.94%,36,debt_consolidation,13.73,CO,RENT,3125.0,785-789,5.0,417.0,2.0,1 year,8.94,785,37500.0,3
12000,3639.28,13.30%,36,debt_consolidation,12.77,CA,RENT,3000.0,660-664,15.0,8480.0,4.0,6 years,13.3,660,36000.0,3
9600,9600.0,14.65%,36,credit_card,2.21,CA,RENT,5833.33,675-679,7.0,5879.0,1.0,7 years,14.65,675,69999.96,3
17800,17775.0,22.11%,60,debt_consolidation,5.86,NC,RENT,7000.0,660-664,9.0,6708.0,0.0,6 years,22.11,660,84000.0,3
2000,2000.0,7.62%,36,major_purchase,24.69,TX,MORTGAGE,4333.33,765-769,10.0,2792.0,4.0,10+ years,7.62,765,51999.96,0
18825,18825.0,21.00%,60,debt_consolidation,19.22,CT,RENT,4583.33,680-684,8.0,17292.0,2.0,10+ years,21.0,680,54999.96,3
3000,2509.17,13.06%,36,house,12.06,NV,RENT,2571.42,705-709,2.0,0.0,3.0,6 years,13.06,705,30857.04,3
2000,2000.0,13.11%,36,debt_consolidation,19.13,KY,RENT,2916.67,670-674,7.0,4376.0,0.0,10+ years,13.11,670,35000.04,3
9000,9000.0,17.77%,36,debt_consolidation,13.72,CA,RENT,4583.33,670-674,14.0,21175.0,1.0,5 years,17.77,670,54999.96,3
5750,5750.0,13.11%,36,credit_card,24.24,NY,RENT,1675.0,705-709,18.0,8035.0,0.0,4 years,13.11,705,20100.0,3
21725,21725.0,19.22%,60,debt_consolidation,22.48,LA,OWN,3629.58,675-679,7.0,19685.0,0.0,10+ years,19.22,675,43554.96,2
20000,20000.0,7.90%,36,debt_consolidation,33.28,NY,RENT,8666.67,725-729,9.0,33067.0,0.0,3 years,7.9,725,104000.04,3
15350,15325.0,13.49%,60,debt_consolidation,28.63,WA,MORTGAGE,3200.0,730-734,6.0,9946.0,1.0,10+ years,13.49,730,38400.0,0
8400,8400.0,14.33%,36,debt_consolidation,11.61,CA,RENT,3333.33,670-674,11.0,2060.0,0.0,< 1 year,14.33,670,39999.96,3
4500,4500.0,7.49%,36,credit_card,27.63,OR,RENT,2700.0,720-724,13.0,9341.0,0.0,4 years,7.49,720,32400.0,3
9950,9950.0,15.31%,36,wedding,7.84,CA,RENT,2833.33,675-679,7.0,4904.0,2.0,n/a,15.31,675,33999.96,3
15000,15000.0,7.90%,36,debt_consolidation,20.75,IL,MORTGAGE,2583.33,725-729,10.0,9608.0,0.0,3 years,7.9,725,30999.96,0
10000,9850.0,10.99%,36,other,19.23,VA,MORTGAGE,9150.0,705-709,16.0,43256.0,2.0,10+ years,10.99,705,109800.0,0
12000,10400.0,18.25%,60,car,12.11,CA,RENT,5600.0,660-664,7.0,2409.0,1.0,3 years,18.25,660,67200.0,3
8000,3862.32,12.21%,36,other,13.29,GA,MORTGAGE,12500.0,695-699,10.0,93265.0,1.0,10+ years,12.21,695,150000.0,0
3000,3000.0,6.03%,36,debt_consolidation,11.03,NY,MORTGAGE,7500.0,765-769,13.0,10585.0,0.0,n/a,6.03,765,90000.0,0
15000,15000.0,14.33%,36,debt_consolidation,27.25,TX,MORTGAGE,7500.0,680-684,13.0,27872.0,0.0,10+ years,14.33,680,90000.0,0
12700,12700.0,17.77%,36,debt_consolidation,23.94,AL,MORTGAGE,3333.33,685-689,14.0,9655.0,3.0,n/a,17.77,685,39999.96,0
16000,15745.73,11.11%,60,debt_consolidation,9.9,MO,RENT,2958.33,765-769,6.0,8943.0,2.0,< 1 year,11.11,765,35499.96,3
7200,7200.0,7.90%,36,debt_consolidation,21.74,TX,RENT,4300.0,710-714,7.0,33189.0,0.0,10+ years,7.9,710,51600.0,3
30000,30000.0,20.25%,60,debt_consolidation,10.46,VA,MORTGAGE,12500.0,695-699,10.0,43491.0,3.0,5 years,20.25,695,150000.0,0
20125,20125.0,14.65%,36,debt_consolidation,17.88,FL,MORTGAGE,10353.33,695-699,11.0,23698.0,1.0,7 years,14.65,695,124239.96,0
12000,12000.0,15.27%,36,credit_card,16.46,PA,OWN,2516.67,670-674,9.0,2174.0,2.0,5 years,15.27,670,30200.04,2
5000,4950.0,10.62%,60,home_improvement,11.23,CA,MORTGAGE,5200.0,745-749,6.0,1941.0,1.0,5 years,10.62,745,62400.0,0
8000,7989.96,11.36%,36,other,5.27,CA,MORTGAGE,13389.15,705-709,6.0,7351.0,1.0,3 years,11.36,705,160669.8,0
3600,3600.0,6.62%,36,credit_card,9.35,TX,RENT,2000.0,735-739,17.0,1710.0,0.0,1 year,6.62,735,24000.0,3
8800,8350.0,9.63%,36,wedding,4.89,GA,MORTGAGE,5479.0,755-759,5.0,6055.0,0.0,6 years,9.63,755,65748.0,0
18000,17925.0,19.22%,60,debt_consolidation,21.36,CA,RENT,6867.92,690-694,13.0,19446.0,0.0,10+ years,19.22,690,82415.04,3
20000,20000.0,23.76%,60,debt_consolidation,18.75,VA,MORTGAGE,6266.67,660-664,25.0,10784.0,3.0,10+ years,23.76,660,75200.04,0
4350,4350.0,5.99%,36,house,3.12,CA,OWN,2600.0,780-784,5.0,866.0,0.0,< 1 year,5.99,780,31200.0,2
12000,11975.0,10.99%,60,home_improvement,4.04,NY,MORTGAGE,3416.67,735-739,10.0,6935.0,0.0,< 1 year,10.99,735,41000.04,0
5400,5400.0,13.67%,36,debt_consolidation,15.42,CA,RENT,1666.67,680-684,6.0,2533.0,0.0,4 years,13.67,680,20000.04,3
12000,11950.0,12.68%,60,debt_consolidation,22.72,NY,RENT,5000.0,700-704,19.0,9002.0,0.0,n/a,12.68,700,60000.0,3
12000,12000.0,17.77%,36,debt_consolidation,24.48,MI,OWN,3333.33,665-669,12.0,16984.0,0.0,10+ years,17.77,665,39999.96,2
6700,6700.0,7.90%,36,credit_card,22.19,KS,RENT,2708.33,705-709,10.0,6627.0,0.0,2 years,7.9,705,32499.96,3
3750,3750.0,11.71%,36,debt_consolidation,16.98,CA,RENT,1650.0,675-679,6.0,8101.0,0.0,4 years,11.71,675,19800.0,3
8000,8000.0,13.67%,36,other,23.5,NJ,RENT,2791.67,685-689,5.0,27151.0,0.0,< 1 year,13.67,685,33500.04,3
4500,4500.0,11.49%,36,other,9.26,CA,RENT,3500.0,695-699,5.0,7247.0,0.0,2 years,11.49,695,42000.0,3
6000,5975.0,17.14%,60,small_business,6.6,FL,MORTGAGE,2500.0,660-664,5.0,5087.0,0.0,8 years,17.14,660,30000.0,0
19400,19400.0,23.28%,60,credit_card,9.3,NC,MORTGAGE,6000.0,660-664,5.0,28921.0,0.0,10+ years,23.28,660,72000.0,0
